# scripts/detector-soundness rows — see meta.tsv; columns:
# id	lane	features	expected_status	gc_runs(per GOMAXPROCS)	gc_verdict	machine_members	machine_race_members	machine_verdict	machine_single_run	cell	detail
channels/select-recv-edge/field-second-target-stores-first	strict	channels,select,pointers,structs,multi_assign,panic,recover,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-recv-edge/chain-field-over-index	strict	channels,select,slices,structs,indexing,multi_assign,panic,recover,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-recv-edge/fallback-call-index	strict	channels,select,calls,slices,indexing,multi_assign,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-select/core	strict	channels,select,goroutines	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:alias-guard probe [2] failed: the probed member's run errored — unsupported: select-with-select rendezvous (unmodeled 	unsupported	uncertified	-
channels/select-select/beside-loop	strict	channels,select,goroutines	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:run consumes more than --max-sites 32 choice site(s) — raise the case's sites bound (never truncated silently)	ok	uncertified	-
channels/send-closed-panic	strict	channels,close,panic	panic	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	panic	agree-DRF	-
control-flow/break-label-select	strict	control_flow,break,labels,select,channels,default	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
control-flow/goto-out-of-select	strict	control_flow,goto,labels,select,channels,default	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
generics/chan-type-arg/first	strict	generics,channels,slices	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
generics/quarantined-instantiation	strict	generics,unused,channels	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
generics/quarantined-instantiation-interface	strict	generics,interfaces,unused,channels	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
generics/type-parameter-channel-ops	strict	generics,type_sets,channels,make,len,cap	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/buffered-wake/fifo	confluent	goroutines,channels,make,loops	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/buffered-wake/cap-one	confluent	goroutines,channels,range,close	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/buffered-wake/len-after-join	confluent	goroutines,channels,len,cap,make	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/close-wake/receiver	confluent	goroutines,channels,close,comma_ok	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/close-wake/receiver-drain-first	confluent	goroutines,channels,close,comma_ok	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/close-wake/sender-panics	racy	goroutines,channels,close,recover,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
goroutines/close-wake/sender-full-buffer	racy	goroutines,channels,close,recover,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
goroutines/close-wake/close-after-send-drains	confluent	goroutines,channels,close,comma_ok	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/close-wake/send-closed-recovered	confluent	goroutines,channels,close,recover	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/deadlock/mutual	strict	goroutines,channels,deadlock	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:alias-guard probe [2] failed: the probed member's run errored — deadlock: all goroutines are asleep - deadlock!. Under	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
goroutines/deadlock/chain	strict	goroutines,channels,deadlock	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:alias-guard probe [2] failed: the probed member's run errored — deadlock: all goroutines are asleep - deadlock!. Under	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
goroutines/deadlock/after-progress	strict	goroutines,channels,deadlock	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:alias-guard probe [2] failed: the probed member's run errored — deadlock: all goroutines are asleep - deadlock!. Under	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
goroutines/deadlock/with-select	strict	goroutines,channels,select,deadlock	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:alias-guard probe [2] failed: the probed member's run errored — deadlock: all goroutines are asleep - deadlock!. Under	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
goroutines/fork-join/unbuffered	confluent	goroutines,channels,make	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/fork-join/buffered	confluent	goroutines,channels,make	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/fork-join/compute	confluent	goroutines,channels,loops	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/fork-join/two-workers-own-chans	confluent	goroutines,channels	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/fork-join/args-eval-now	confluent	goroutines,channels,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/fork-join/closure-capture	confluent	goroutines,channels,closures	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/fork-join/method-callee	confluent	goroutines,channels,methods	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/fork-join/result-discarded	confluent	goroutines,channels,returns	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/go-builtin/close	strict	goroutines,channels,close,comma_ok	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
goroutines/go-builtin/delete	strict	goroutines,maps,delete	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
goroutines/go-builtin/copy	strict	goroutines,slices,copy	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
goroutines/go-builtin/recover	strict	goroutines,recover	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
goroutines/go-builtin/panic	strict	goroutines,panic	panic	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
goroutines/goexit-marker/child	strict	goroutines,goexit,channels	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
goroutines/main-exit/blocked-goroutine	confluent	goroutines,channels	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/main-exit/two-leaked	confluent	goroutines,channels	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/ping-pong/alternate	confluent	goroutines,channels,loops	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/ping-pong/cap-zero	confluent	goroutines,channels,make	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/pipeline/two-stage	strict	goroutines,channels,range,close	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:run consumes more than --max-sites 32 choice site(s) — raise the case's sites bound (never truncated silently)	ok	uncertified	-
goroutines/pipeline/buffered-stage	strict	goroutines,channels,range,close	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:run consumes more than --max-sites 32 choice site(s) — raise the case's sites bound (never truncated silently)	ok	uncertified	-
goroutines/pipeline/request-reply	confluent	goroutines,channels,range,close	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/rendezvous-hb/send-hb	confluent	goroutines,channels,globals	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/rendezvous-hb/recv-hb	confluent	goroutines,channels,globals	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/sched-dependent/first-come	membership	goroutines,channels,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	2	0	DRF	ok	agree-DRF	-
goroutines/sched-dependent/select-default-handshake	membership	goroutines,channels,select,default,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	2	0	DRF	ok	agree-DRF	-
goroutines/sched-dependent/len-handoff	membership	goroutines,channels,len,make,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	2	0	DRF	ok	agree-DRF	-
goroutines/sched-dependent/waiter-pick	membership	goroutines,channels,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	2	0	DRF	ok	agree-DRF	-
goroutines/select-arrival-multi	membership	goroutines,channels,select,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	2	0	DRF	ok	agree-DRF	-
goroutines/select-closed-arrival/send	confluent	goroutines,channels,select,close,panic	panic	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	panic	agree-DRF	-
goroutines/select-closed-arrival/recv-parked-sender	racy	goroutines,channels,select,close,comma_ok,recover,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
goroutines/select-closed-arrival/recv-closed-drains-hb	confluent	goroutines,channels,select,close,comma_ok	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/select-closed-arrival/send-close-race	racy	goroutines,channels,select,close,recover,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
goroutines/select-closed-arrival/send-paired-then-close	confluent	goroutines,channels,select,close	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/select-wake/recv	confluent	goroutines,channels,select	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/select-wake/send	confluent	goroutines,channels,select	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/select-wake/closed	confluent	goroutines,channels,select,close	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/select-wake/buffered-data	confluent	goroutines,channels,select,make	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/select-wake-close-selsel	membership	goroutines,channels,select,close,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	2	0	DRF	ok	agree-DRF	-
goroutines/select-wake-multi	membership	goroutines,channels,select,close,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	2	0	DRF	ok	agree-DRF	-
goroutines/send-then-spin	membership	goroutines,channels,loops,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	ENUM-FAIL:truncated(nonterm=200,backedgeCapped=0)	fuel-out	uncertified	-
goroutines/spawn-edge/nil-func-fatal	strict	goroutines,channels,nil,fatal	fatal	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: fatal: go of nil func value	fatal	uncertified	-
goroutines/spawn-edge/child-panic-aborts	confluent	goroutines,channels,panic	panic	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	panic	agree-DRF	-
goroutines/spawn-edge/child-recovers	strict	goroutines,channels,recover	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/spawn-edge/nil-interface-recovered	strict	goroutines,channels,interfaces,nil,recover	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
goroutines/spawn-edge/ptr-box-child-aborts	confluent	goroutines,channels,interfaces,nil,panic	panic	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	panic	agree-DRF	-
goroutines/spawn-in-init/in-init	strict	goroutines,channels,init	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:package init failed under []: unsupported: package init: go spawn outside the thread pool (goroutine spawn is a pool ste	unsupported	uncertified	-
goroutines/wake-then-abort	membership	goroutines,channels,panic,nondet	ok	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	2	0	DRF	panic	agree-DRF	-
goroutines/wake-window/buffered-send	membership	goroutines,channels,nondet	ok	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	2	0	DRF	ok	agree-DRF	-
goroutines/wake-window/close-recv	membership	goroutines,channels,close,nondet	ok	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	2	0	DRF	ok	agree-DRF	-
goroutines/worker-pool/sum	confluent	goroutines,channels,closures	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:backEdge scheduling site of bound 2 under pick assignment [0] — the row must DECLARE its back-edge tree: backedge=<k> 	ok	uncertified	-
goroutines/worker-pool/shared-feed	strict	goroutines,channels,range,close	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:run consumes more than --max-sites 32 choice site(s) — raise the case's sites bound (never truncated silently)	ok	uncertified	-
imported-goose/channel/actris-example	confluent	imported_goose,channels,goroutines,pointers	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
imported-goose/channel/google-search	membership	imported_goose,channels,goroutines,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	6	0	DRF	ok	agree-DRF	-
imported-goose/channel/muxer/async	confluent	imported_goose,channels,goroutines,strings	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
imported-goose/channel/muxer/client	confluent	imported_goose,channels,goroutines,strings	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
imported-goose/channel/muxer-unverified/drained	strict	imported_goose,channels,select,close	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
imported-goose/channel/muxer-unverified/done	strict	imported_goose,channels,select,close	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
imported-goose/channel/parallel-search-replace/search-replace	strict	imported_goose,sync,waitgroup,goroutines,channels	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:site bound 5 exceeds the case's width 4 — the width assertion is REFUTED (mechanically, at pick position 9); raise the	ok	uncertified	-
imported-goose/channel/select-tricky-examples/nb-not-ready	confluent	imported_goose,channels,select,default	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
imported-goose/channel/select-tricky-examples/nb-guaranteed-ready	strict	imported_goose,channels,select,default,close	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
imported-goose/channel/select-tricky-examples/nb-full-buffer-not-ready	strict	imported_goose,channels,select,default	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
imported-goose/semantics/lock/s-use-locks	strict	imported_goose,sync,mutex	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
imported-goose/unittest/spawn/simple-spawn	strict	imported_goose,sync,mutex,goroutines	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:run consumes more than --max-sites 32 choice site(s) — raise the case's sites bound (never truncated silently)	ok	uncertified	-
imported-goose/unittest/synchronization/make-lock	strict	imported_goose,sync,mutex	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
init/quarantined-init-dep	strict	init,globals,calls,channels	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
init/quarantined-init-iface	strict	init,globals,interfaces,methods,channels	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
interfaces/quarantined-anonymous-interface	strict	interfaces,unused,channels	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
interfaces/typed-nil-channel	strict	interfaces,nil,channels,type_assertions	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
maps/added-entry-count	membership	maps,range,evaluation_order,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	2	0	DRF	ok	agree-DRF	-
maps/channel-key	strict	maps,channels,keys,identity	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
maps/delete-nil-key-types	strict	maps,nil,delete,keys,interfaces,pointers,channels,arrays,structs	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
maps/delete-readd-during-range	membership	maps,delete,range,evaluation_order,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	3	0	DRF	ok	agree-DRF	-
maps/jitter-draw	membership	maps,range,keys,loops,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	5	0	DRF	ok	agree-DRF	-
maps/nil-channel-key	strict	maps,channels,keys,nil,identity	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
maps/nil-read-key-types	strict	maps,nil,keys,comma_ok,arrays,structs,channels	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
maps/range-first-key	membership	maps,range,keys,loops,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	3	0	DRF	ok	agree-DRF	-
