# spec-archaeology census: doc/go_spec.html
# regenerated by scripts/mine-spec-archaeology from deps/go @ c19862e5f841
# rows: 926 commits (full --follow history at the pin)
# anchors are mapped against EACH COMMIT'S OWN file version
date	sha	issues	anchors	subject
2011-12-02	5f49456465f5	-	Composite_literals	spec: additional composite literal shortenings per Go 1 plan
2011-12-02	8a8445ba71b1	-	Slices	spec: pointer to array can be sliced
2011-12-05	98553f142239	-	(preamble),Composite_literals	spec: remove contentious composite literal shortening
2011-12-08	9a358df94758	-	Constant_expressions,Run_time_panics	spec: fix typo in example comment
2011-12-08	a93363557935	-	(preamble),Assignments,Character_literals,Constant_expressions,Constants	spec: var x = 'a' defaults to type rune
2011-12-09	6a47bb4974ae	-	Variable_declarations	spec: remove redundant, outdated definition of default literal types
2011-12-09	d7f050a73e2c	-	Numeric_types	spec: rune is now an alias for int32
2011-12-09	ef1c5357277f	-	Constant_expressions	spec: examples of untyped boolean, string constants
2011-12-10	1084ab98b77c	-	(preamble),Constant_expressions	spec: adjust complex constant example
2011-12-12	83f648c96253	-	(preamble),Comparison_operators	spec: allow comparison of structs, arrays containing comparable values
2011-12-13	599c18fa3f7b	1793	(preamble),Package_unsafe	spec: values of underlying type uintptr can be converted to unsafe.Pointer
2011-12-14	c26ca912e500	-	(preamble),String_literals	spec: skip carriage returns in raw literals
2011-12-15	11b7c89b262c	-	(preamble),Comments,String_literals	go spec: be precise about newlines
2012-01-09	1320ce00c44e	2620	(preamble),Comparison_operators,Size_and_alignment_guarantees	spec: pointer comparison for pointers to 0-sized variables
2012-01-13	5f7337769c4a	-	(preamble),Select_statements	spec: change the wording regarding select statement choice s/pseudo-random fair/uniform pseudo-random/ This careful word choice soothes the theoretically inclined.
2012-01-19	7cb21a79a402	-	(preamble)	godoc: specify HTML page metadata with a JSON blob
2012-01-23	633a2ce09646	1865,2252	(preamble),Address_operators,Calls,Composite_literals,Defer_statements,Go_statements,Implementation_differences,Return_statements,Size_and_alignment_guarantees	spec: function invocation, panic on *nil Document that indirection through a nil pointer will panic. Explain function invocation. This section will need more work, but it's a start.
2012-01-30	9c3d876db17f	2803	(preamble),Map_types	go/spec: Update language on map types.
2012-02-03	c739dd229986	2870	Composite_literals	spec: 9 only looks prime
2012-02-04	6513e195324f	-	Composite_literals	spec: correct primes
2012-02-04	a044154a4c82	-	Composite_literals	spec: restore primality 9 is prime if it's a hot day.
2012-02-07	fc06cadd8865	-	(preamble),Composite_literals	go_spec: primality is elusive This time for sure.
2012-02-08	388816ae078e	1814	Interface_types	spec: disallow recursive embedded interfaces
2012-02-08	7c5d6409f50b	-	Interface_types,Struct_types	spec: address CL 5647054 comments
2012-02-08	e7a138b856b2	2825	Send_statements	spec: send on closed channel counts as "proceeding"
2012-02-08	fd2a511253c0	1797	(preamble),Method_sets	spec: add forward links from 'method set' to where it gets used
2012-02-12	b1d9ae9406e0	2916	Function_declarations,Method_declarations,Method_sets	go spec: method names must be unique
2012-02-13	7bd6ebb104ac	-	(preamble),String_types	spec: strings are more slices than arrays Thanks to Aaron Kemp for noticing.
2012-02-13	8040f9bb86d0	-	(preamble),Notation	spec: typographical adjustment for ellipsis The paragraph describing the ellipses presents the horizontal ellipsis in two different fonts and at least on my screen they look too different. Switch to a consistent rendering.
2012-02-13	9126c6570ce2	2789	Constant_expressions,Constants	spec: clarify implementation restrictions on untyped floats
2012-02-16	3908467b1f5e	3031	(preamble),Comparison_operators	go spec: struct comparison only compares non-blank fields
2012-02-21	9c08d6508442	2561	(preamble),Assignments,Comparison_operators,Constant_expressions,Function_literals,Operator_precedence,Return_statements,Type_switches	spec: make all comparison results untyped bool
2012-02-22	818e3cdb0963	-	(preamble),Type_switches	spec: refine the wording about variables in type switches
2012-02-22	ac4055b2c5a8	-	(preamble),Import_declarations	go spec: import path implementation restriction
2012-02-23	fad10f9c1cba	-	Import_declarations	spec: allow disallow of \uFFFD in import path
2012-02-28	2c9e1637d238	1612	(preamble),For_statements,Short_variable_declarations,Variable_declarations	go spec: inside functions, variables must be evaluated.
2012-02-29	0201e373e5d0	-	Complex_numbers	spec: shorten heading for complex, real, imag
2012-02-29	7c1cb37b55a5	-	Notation	spec: use the term "lexical token" (rather then "lexical symbol")
2012-02-29	8e38b17a906e	-	Method_sets,Struct_types	spec: apply method sets, embedding to all types, not just named types
2012-02-29	c50074e51045	-	Boolean_types	doc: add a bunch of missing <p> tags
2012-02-29	da633714fd14	-	(preamble),For_statements,Qualified_identifiers	spec: fix sentence
2012-03-01	103c9db74737	1551	Blank_identifier,Exported_identifiers,Import_declarations,Interface_types,Method_declarations,Method_sets,Predeclared_identifiers,Qualified_identifiers,Selectors,Struct_types,Uniqueness_of_identifiers	spec: clarifications around exports, uniqueness of identifiers
2012-03-01	953f2dec8985	-	(preamble),Function_types,Operators,Pointer_types	spec: minor tweaks
2012-03-05	a22b0f82a2fd	-	(preamble)	doc: add command docs page, canonicalize reference paths
2012-03-07	11d8b155ce22	-	(preamble),Size_and_alignment_guarantees	go_spec: no known implementation differences anymore
2012-03-12	82fc28c0f5a5	-	(preamble),Type_identity	go spec: fix inaccuracy in type identity definition
2012-03-17	883a96d9509c	3338	(preamble),Package_unsafe	spec: delete references to unsafe.Reflect,Typeof,Unreflect They have been deleted from package unsafe. Also delete their appearance in exp/types.
2012-03-19	7e054266c944	-	Notation	doc: various typos, remove apostrophes from ordinals
2012-03-30	2195f1aa047d	-	Uniqueness_of_identifiers	doc/go_spec: fix broken link         Part of issue 3424
2012-04-05	8374e67876b8	-	Calls,Comparison_operators,Package_unsafe	doc/go_spec: fix typo
2012-04-10	9bc8dd398548	-	Selectors	doc/go_spec: fix a typo
2012-05-24	2dde4f5d2906	-	(preamble),Assignments	spec: clarify evaluation order of "i, x[i] = range ..."
2012-06-04	787adb6eb3cb	3635	(preamble),Method_sets,Struct_types	go spec: clarify promotion rules for methods/fields of anonymous fields
2012-06-25	689931c5b02f	-	(preamble),Receive_operator	spec: clarify receive operator
2012-06-26	809e06babc88	3763	(preamble),Operands,Qualified_identifiers,Types	go spec: clean up use of QualifiedIdent production.
2012-06-28	71de83b73375	3779	(preamble),Primary_expressions,Selectors	go spec: clean up section on selectors
2012-07-08	f83a47cbb9ea	-	Composite_literals	doc: various "the the" and other typos
2012-07-11	2b4cc6ccb5f8	-	(preamble),Conversions_to_and_from_a_string_type	spec: correct typo in string conversion examples.
2012-08-09	f05a91e18b4a	3852	(preamble),Order_of_evaluation	spec: clarify evaluation order
2012-08-17	95a00cae2eab	-	(preamble),Arithmetic_operators	go_spec: unary + and - are also defined for complex types
2012-08-29	9dfc6f6427b4	-	(preamble),Assignments,Constant_expressions,Constants,Package_unsafe,Rune_literals,Selectors,Semicolons,Source_code_representation,String_literals	go_spec.html: clarify rune and string literals No changes to the meaning, just clearer language and more examples, including illegal rune and string literals. In particular, "character literal" and "character constant" are now called "rune literal" and "rune constant" and the word "character" always refers to the source text, not program values.
2012-09-05	845f4d6b4789	-	(preamble),Rune_literals	doc/go_spec: fix a typo
2012-09-06	afac01df4818	-	(preamble),Source_code_representation	spec: ignore BOMS outside of string and rune literals. Happy Birthday UTF-8.
2012-09-07	488350ac4230	-	(preamble),Source_code_representation	spec: an initial BOM can be ignored After further deliberation, let's back down to the Unicode proposal. Ignoring aBOMinations anywhere means that things like         grep unsafe *.go might fail because there's a BOM in the middle: unBOMsafe.
2012-09-12	1b4e37a43c2c	-	(preamble),Arithmetic_operators,Logical_operators,Operator_precedence	spec: make bitwise operators stand out
2012-09-14	cc06593c6818	4018	(preamble),Array_types,Map_types,Slice_types,String_types	spec: clarify section on string types
2012-09-17	c7631f555f88	-	(preamble),Package_unsafe	spec: unsafe.Alignof/Sizeof also accept non-variable arguments
2012-09-18	8c058b32d183	-	(preamble),Expression_statements,Package_unsafe	spec: clarify expression statements
2012-09-23	b51ad9cf4577	-	(preamble),Import_declarations	spec: a couple of minor tweaks to the wording of the import section - remove ambiguous 'it' - use a lower-case PackageName in the example
2012-09-26	60a6ae8c3c27	2568,4123	(preamble),Conversions	spec: permit trailing comma in conversions
2012-09-28	0c494718afb0	4142	(preamble),Appending_and_copying_slices	go spec: arguments for append may overlap
2012-10-03	3188ffc93138	4109	(preamble),Conversions	go spec: conversion types starting with "func" must be parenthesized
2012-10-10	f04ae1373eb7	-	(preamble),Defer_statements	spec: clarify defer semantics It's already there but only in the "for instance" and so not clear enough: deferred functions run after the result parameters are updated.
2012-10-16	15970c8d6d42	-	(preamble),Defer_statements,Handling_panics	spec: more clarification about deferred functions Proposed new text to make matters clearer. The existing text was unclear about the state of result parameters when panicking.
2012-10-17	ea7c57a03135	4231	(preamble),Constant_expressions,Indexes,Slices,Type_assertions,Types	go spec: restrictions for index and slice expressions
2012-10-19	3bde00033b8d	-	(preamble),Making_slices_maps_and_channels	go spec: define make() restrictions as for index expressions
2012-10-19	ddddd39fc8b7	-	Arithmetic_operators,Constant_expressions,Defer_statements	go spec: constant divisors must not be zero
2012-10-31	369a974b41d0	4324	Composite_literals	spec: slight wording change to remove a formal contradiction
2012-10-31	7ea65e5154de	-	(preamble),Characters	spec: we're now at Unicode 6.2.0
2012-11-01	002103f51cf5	-	Import_declarations	spec: we're now at Unicode 6.2.0
2012-11-01	1e8e14c901ce	-	(preamble),Break_statements,Defer_statements,Handling_panics,Return_statements	spec: clarify returns, defer statements, and panics
2012-11-17	2ae61d557aec	4400	(preamble),Constant_expressions	spec: fix constant expression example
2012-11-21	e12676304540	-	(preamble),Declarations_and_scope	spec: be clearer about the scope of a package name
2012-11-26	d4f3185c24e3	4441	(preamble),Selectors	spec: add () to method calls in examples
2012-11-29	25dd00295c54	4462	(preamble),Defer_statements,Go_statements	spec: clarify use of built-ins in go/defer statements
2012-11-29	85e451e2fe3a	4450	Declarations_and_scope,Function_types,Method_declarations,Return_statements	go spec: receiver, parameter, and result names must always be unique
2012-12-03	cc3f21cefeb2	-	(preamble),For_statements,Receive_operator,Send_statements	spec: channel operations are restricted by the channel direction
2012-12-04	458632a21a7e	4456,4479	(preamble),Built-in_functions,Struct_types	spec: BuiltinCall syntax must permit "..." for append
2012-12-06	485673188dc6	4472	(preamble),Select_statements,Type_assertions,Type_switches	spec: type assertions and type switches must be valid
2012-12-06	e06d90136f18	4457	Method_expressions	spec: receiver types in method expressions can be parenthesized
2012-12-10	9c9e811bb34d	-	(preamble),Array_types,Assignments,Composite_literals,Index_expressions,Map_types,Slice_types,Slices,String_types	spec: consistently use "indices" (rather than "indexes")
