category	test	detail
FRONTEND-REFUSED	fixedbugs/issue16095.go	package-selector call fmt.Printf (package \
FRONTEND-REFUSED	fixedbugs/issue16130.go	fmt.Sprintf format \
MACHINE-REFUSED	fixedbugs/issue16249.go	wall-clock timeout after 30s (go: ok)
FRONTEND-REFUSED	fixedbugs/issue16331.go	nativefrontend: native frontend unsupported: instantiation of imported generic type iter.Seq[reflect.StructField]
FRONTEND-REFUSED	fixedbugs/issue16515.go	anonymous non-empty struct type struct{a main.T; b [8130]int}
MATCH	fixedbugs/issue16760.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue16870.go	channel receive into interface-typed target
MATCH	fixedbugs/issue16948.go	status=ok
MATCH	fixedbugs/issue16985.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue17039.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue17381.go	nativefrontend: native frontend unsupported: unsafe.Sizeof at artifactsits folded value is gc's IMPLEMENTATION-SPECIFIC memory layout (spec#Size_and_alignment_g
FRONTEND-REFUSED	fixedbugs/issue17640.go	package-selector call fmt.Printf (package \
MATCH	fixedbugs/issue17752.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue18149.go	package-selector call runtime.Caller (package \
MATCH	fixedbugs/issue18410.go	status=ok
MATCH	fixedbugs/issue18595.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue18636.go	wire-decode: {"message":"/home/dev/projects/golean/.claude/worktrees/stdlib-source-2/artifacts/gotest/cases/fixedbugs__issue18636/wire.json: native lowering: array type of 1048576 elements exceeds the interpreter's materialization budget (65536 elements; BUG-078 idealization boundary) at program.funcs[0].body.bo
FRONTEND-REFUSED	fixedbugs/issue18661.go	nativefrontend: native frontend unsupported: anonymous non-empty struct type struct{a *int}
FRONTEND-REFUSED	fixedbugs/issue18725.go	package-selector call os.Exit (package \
MATCH	fixedbugs/issue18808.go	status=ok
MATCH	fixedbugs/issue18906.go	status=ok
MATCH	fixedbugs/issue18994.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue19040.go	package-selector call fmt.Printf (package \
FRONTEND-REFUSED	fixedbugs/issue19078.go	basic type unsafe.Pointer
FRONTEND-REFUSED	fixedbugs/issue19113.go	nativefrontend: native frontend unsupported: instantiation of imported generic type iter.Seq[reflect.StructField]
FRONTEND-REFUSED	fixedbugs/issue19182.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/fixedbugs__issue19182/main.go carries build constraint "//go:build !js && !wasip1" usin
MATCH	fixedbugs/issue19201.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue19246.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue19275.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue19359.go	fmt.Errorf verb %v over an argument of type interface{} is outside the modeled verb/kind matrix (format \
INFRA	fixedbugs/issue19658.go	entry-point shim: no single provably-renameable 'func main()' declaration
FRONTEND-REFUSED	fixedbugs/issue19710.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue19799.go	package-selector call runtime.Callers (package \
MATCH	fixedbugs/issue19911.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue20029.go	package-selector call runtime.GC (package \
FRONTEND-REFUSED	fixedbugs/issue20530.go	builtin println in statement position
MATCH	fixedbugs/issue20811.go	status=ok
MATCH	fixedbugs/issue21048.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue21221.go	basic type unsafe.Pointer
INFRA	fixedbugs/issue21317.go	entry-point shim: no single provably-renameable 'func main()' declaration
INFRA	fixedbugs/issue21576.go	entry-point shim: no single provably-renameable 'func main()' declaration
FRONTEND-REFUSED	fixedbugs/issue21687.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue21808.go	package-selector call fmt.Println (package \
INFRA	fixedbugs/issue21879.go	go output != expected .out on the pinned toolchain: main.gotestMain\nmain.gotestMain
FRONTEND-REFUSED	fixedbugs/issue21887.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue21963.go	package-selector call runtime.GC (package \
FRONTEND-REFUSED	fixedbugs/issue22083.go	package-selector call debug.Stack (package \
FRONTEND-REFUSED	fixedbugs/issue22326.go	nativefrontend: native frontend unsupported: package initialization reaches quarantined function f (builtin print in statement position)
FRONTEND-REFUSED	fixedbugs/issue22605.go	package-selector call reflect.ArrayOf (package \
FRONTEND-REFUSED	fixedbugs/issue22660.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/fixedbugs__issue22660/main.go carries build constraint "//go:build !js && !wasip1 && gc
FRONTEND-REFUSED	fixedbugs/issue22662b.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/fixedbugs__issue22662b/main.go carries build constraint "//go:build !js && !wasip1 && g
FRONTEND-REFUSED	fixedbugs/issue22662.go	package-selector call runtime.Caller (package \
FRONTEND-REFUSED	fixedbugs/issue22683.go	package-selector call fmt.Println (package \
FRONTEND-REFUSED	fixedbugs/issue22781.go	package-selector call debug.SetGCPercent (package \
FRONTEND-REFUSED	fixedbugs/issue22881.go	package-selector call fmt.Printf (package \
FRONTEND-REFUSED	fixedbugs/issue23017.go	nativefrontend: native frontend unsupported: map element as assignment target outside a single assignment
MATCH	fixedbugs/issue23188.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue23305.go	builtin println in statement position
MATCH	fixedbugs/issue23489.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue23522.go	builtin println in statement position
MATCH	fixedbugs/issue23536.go	status=ok
MATCH	fixedbugs/issue23545.go	status=ok
MATCH	fixedbugs/issue23546.go	status=ok
MATCH	fixedbugs/issue23719.go	status=ok
MATCH	fixedbugs/issue23734.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue23812.go	fmt.Sprintf verb %x over an argument of type int32 is outside the modeled verb/kind matrix (format \
MATCH	fixedbugs/issue23814.go	status=ok
MATCH	fixedbugs/issue23837.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue24187.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/fixedbugs__issue24187/main.go carries build constraint "//go:build amd64p32" using rese
MACHINE-REFUSED	fixedbugs/issue24419.go	wall-clock timeout after 30s (go: ok)
MATCH	fixedbugs/issue24449.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue24488.go	method main.Func.Bar (package-selector call runtime.Stack (package \
FRONTEND-REFUSED	fixedbugs/issue24491a.go	basic type unsafe.Pointer
FRONTEND-REFUSED	fixedbugs/issue24491b.go	basic type unsafe.Pointer
MATCH	fixedbugs/issue24503.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue24547.go	anonymous non-empty struct type struct{main.deep; *bytes.Buffer}
MATCH	fixedbugs/issue24763.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue24799.go	package-selector call fmt.Printf (package \
FRONTEND-REFUSED	fixedbugs/issue24817.go	package-selector call os.Exit (package \
MATCH	fixedbugs/issue24937.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue25322.go	package-selector call fmt.Printf (package \
FRONTEND-REFUSED	fixedbugs/issue25776.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue25897a.go	package-selector call runtime.GOMAXPROCS (package \
FRONTEND-REFUSED	fixedbugs/issue25897b.go	package-selector call runtime.GOMAXPROCS (package \
FRONTEND-REFUSED	fixedbugs/issue26094.go	nativefrontend: native frontend unsupported: duplicate TypeId main.T (a function-local type collides with another declaration)
MATCH	fixedbugs/issue26097.go	status=ok
MATCH	fixedbugs/issue26116.go	status=ok
MATCH	fixedbugs/issue26153.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue2615.go	builtin print in statement position
FRONTEND-REFUSED	fixedbugs/issue26248.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue26335.go	package-selector call reflect.ValueOf (package \
MATCH	fixedbugs/issue26407.go	status=ok
INFRA	fixedbugs/issue26411.go	entry-point shim: no single provably-renameable 'func main()' declaration
MATCH	fixedbugs/issue26426.go	status=ok
MATCH	fixedbugs/issue26438.go	status=ok
MATCH	fixedbugs/issue26495.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue27201.go	package-selector call runtime.Stack (package \
MATCH	fixedbugs/issue27278.go	status=ok
MATCH	fixedbugs/issue27289.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue27518a.go	package-selector call runtime.GC (package \
FRONTEND-REFUSED	fixedbugs/issue27518b.go	package-selector call runtime.SetFinalizer (package \
FRONTEND-REFUSED	fixedbugs/issue27695b.go	nativefrontend: native frontend unsupported: basic type unsafe.Pointer
FRONTEND-REFUSED	fixedbugs/issue27695c.go	nativefrontend: native frontend unsupported: basic type unsafe.Pointer
FRONTEND-REFUSED	fixedbugs/issue27695.go	nativefrontend: native frontend unsupported: instantiation of imported generic type iter.Seq[reflect.StructField]
MATCH	fixedbugs/issue27718.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue27829.go	package-selector call fmt.Printf (package \
FRONTEND-REFUSED	fixedbugs/issue27961.go	method main.Vec2.D (package-selector call math.Sqrt (package \
FRONTEND-REFUSED	fixedbugs/issue28390.go	package-selector call fmt.Println (package \
FRONTEND-REFUSED	fixedbugs/issue28748.go	fmt.Sprintf verb %s over an argument of type interface{} is outside the modeled verb/kind matrix (format \
FRONTEND-REFUSED	fixedbugs/issue28797.go	package-selector call fmt.Println (package \
MATCH	fixedbugs/issue29013a.go	status=ok
MATCH	fixedbugs/issue29013b.go	status=ok
MACHINE-REFUSED	fixedbugs/issue29190.go	wall-clock timeout after 30s (go: ok)
FRONTEND-REFUSED	fixedbugs/issue29264.go	package-selector call fmt.Printf (package \
MATCH	fixedbugs/issue29304.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue29312.go	golean stdlib shim RUNTIME refusal (fail closed): a modeled member hit a recorded bound at run time — the bound's text is at the shim call site. Unrecoverable
FRONTEND-REFUSED	fixedbugs/issue29362b.go	nativefrontend: native frontend unsupported: basic type unsafe.Pointer
FRONTEND-REFUSED	fixedbugs/issue29362.go	nativefrontend: native frontend unsupported: basic type unsafe.Pointer
MATCH	fixedbugs/issue29402.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue29504.go	package-selector call runtime.Callers (package \
FRONTEND-REFUSED	fixedbugs/issue29735.go	package-selector call runtime.Callers (package \
MATCH	fixedbugs/issue29943.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue30041.go	nativefrontend: native frontend unsupported: basic type unsafe.Pointer
FRONTEND-REFUSED	fixedbugs/issue30116.go	package-selector call tabwriter.NewWriter (package \
FRONTEND-REFUSED	fixedbugs/issue30116u.go	package-selector call tabwriter.NewWriter (package \
FRONTEND-REFUSED	fixedbugs/issue30243.go	package-selector call fmt.Printf (package \
FRONTEND-REFUSED	fixedbugs/issue30476.go	package-selector call runtime.SetFinalizer (package \
MATCH	fixedbugs/issue30566a.go	status=ok
MATCH	fixedbugs/issue30566b.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue30606b.go	nativefrontend: native frontend unsupported: package-selector call reflect.ArrayOf (package "reflect" surface not modeled)
FRONTEND-REFUSED	fixedbugs/issue30606.go	nativefrontend: native frontend unsupported: package-selector call reflect.New (package "reflect" surface not modeled)
FRONTEND-REFUSED	fixedbugs/issue30709.go	nativefrontend: native frontend unsupported: unsafe.Sizeof at artifactsits folded value is gc's IMPLEMENTATION-SPECIFIC memory layout (spec#Size_and_alignment_g
FRONTEND-REFUSED	fixedbugs/issue30956.go	anonymous non-empty struct type struct{A int}
FRONTEND-REFUSED	fixedbugs/issue30977.go	package-selector call runtime.GC (package \
FRONTEND-REFUSED	fixedbugs/issue31419.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue31546.go	nativefrontend: native frontend unsupported: anonymous non-empty struct type struct{a int; _ int; c int}
FRONTEND-REFUSED	fixedbugs/issue31782.go	builtin println in statement position
MATCH	fixedbugs/issue31987.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue32175.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue32187.go	anonymous non-empty struct type struct{name string; errStr string; f func()}
MATCH	fixedbugs/issue32288.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue32477.go	package-selector call runtime.SetFinalizer (package \
MATCH	fixedbugs/issue32560.go	status=ok
MATCH	fixedbugs/issue33062.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue33275_run.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/fixedbugs__issue33275_run/main.go carries build constraint "//go:build !nacl && !js && 
INFRA	fixedbugs/issue33555.go	entry-point shim: no single provably-renameable 'func main()' declaration
FRONTEND-REFUSED	fixedbugs/issue33724.go	package-selector call debug.Stack (package \
FRONTEND-REFUSED	fixedbugs/issue34123.go	package-selector call runtime.Callers (package \
FRONTEND-REFUSED	fixedbugs/issue34395.go	wire-decode: {"message":"/home/dev/projects/golean/.claude/worktrees/stdlib-source-2/artifacts/gotest/cases/fixedbugs__issue34395/wire.json: native lowering: array type of 104857600 elements exceeds the interpreter's materialization budget (65536 elements; BUG-078 idealization boundary) at program.globals[0].typ
FRONTEND-REFUSED	fixedbugs/issue35576.go	builtin print in statement position
FRONTEND-REFUSED	fixedbugs/issue36437.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/fixedbugs__issue36437/main.go carries build constraint "//go:build !nacl && !js && !was
FRONTEND-REFUSED	fixedbugs/issue37716.go	nativefrontend: native frontend unsupported: instantiation of imported generic type iter.Seq[reflect.StructField]
MATCH	fixedbugs/issue37753.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue37975.go	anonymous non-empty struct type struct{f func(); panicStr string}
INFRA	fixedbugs/issue38093.go	go run exited 1 without panic/fatal: package command-line-arguments\n imports syscall/js: build constraints exclude all Go files in /usr/local/go/src/syscall/js
MATCH	fixedbugs/issue38496.go	status=ok
MATCH	fixedbugs/issue39505b.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue39541.go	nativefrontend: native frontend unsupported: instantiation of imported generic type iter.Seq[reflect.StructField]
MATCH	fixedbugs/issue39651.go	status=ok
MATCH	fixedbugs/issue40152.go	status=ok
MATCH	fixedbugs/issue40367.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue40629.go	package-selector call fmt.Printf (package \
FRONTEND-REFUSED	fixedbugs/issue4066.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue4085b.go	nativefrontend: native frontend unsupported: unsafe.Sizeof at artifactsits folded value is gc's IMPLEMENTATION-SPECIFIC memory layout (spec#Size_and_alignment_g
FRONTEND-REFUSED	fixedbugs/issue40954.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/fixedbugs__issue40954/main.go carries build constraint "//go:build cgo" using reserved 
MATCH	fixedbugs/issue41239.go	status=ok
MATCH	fixedbugs/issue4167.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue41780.go	builtin println in statement position
MATCH	fixedbugs/issue41872.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue42032.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/fixedbugs__issue42032/main.go carries build constraint "//go:build cgo" using reserved 
FRONTEND-REFUSED	fixedbugs/issue42076.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/fixedbugs__issue42076/main.go carries build constraint "//go:build cgo" using reserved 
MATCH	fixedbugs/issue42703.go	status=ok
MATCH	fixedbugs/issue42876.go	status=ok
MATCH	fixedbugs/issue43111.go	status=ok
MATCH	fixedbugs/issue4313.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue4316.go	builtin println in statement position
MATCH	fixedbugs/issue43292.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue43444.go	nativefrontend: native frontend unsupported: package initialization reaches quarantined function f (builtin print in statement position)
MATCH	fixedbugs/issue43480.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue4353.go	wire-decode: {"message":"/home/dev/projects/golean/.claude/worktrees/stdlib-source-2/artifacts/gotest/cases/fixedbugs__issue4353/wire.json: native lowering: array type of 100000 elements exceeds the interpreter's materialization budget (65536 elements; BUG-078 idealization boundary) at program.globals[0].type","
FRONTEND-REFUSED	fixedbugs/issue43570.go	fmt.Sprintf verb %v over an argument of type main.T is outside the modeled verb/kind matrix (format \
FRONTEND-REFUSED	fixedbugs/issue43619.go	package-selector call math.NaN (package \
MATCH	fixedbugs/issue43835.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue43908.go	fmt.Sprintf format \
FRONTEND-REFUSED	fixedbugs/issue43942.go	defer of builtin panic
FRONTEND-REFUSED	fixedbugs/issue4396a.go	nativefrontend: native frontend unsupported: anonymous non-empty struct type struct{a uint16; b uint16; c uint16; d uint16; e uint16; f [4096]uint8; g [4096]uin
MATCH	fixedbugs/issue4396b.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue4448.go	builtin println in statement position
MATCH	fixedbugs/issue44823.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue44830.go	package-selector call reflect.TypeOf (package \
FRONTEND-REFUSED	fixedbugs/issue4495.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue45045.go	package-selector call runtime.GC (package \
MATCH	fixedbugs/issue45175.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue4518.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue45242.go	fmt.Sprintf verb %v over an argument of type [8]byte is outside the modeled verb/kind matrix (format \
FRONTEND-REFUSED	fixedbugs/issue4562.go	package-selector call fmt.Println (package \
MATCH	fixedbugs/issue45851.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue4585.go	basic type unsafe.Pointer
FRONTEND-REFUSED	fixedbugs/issue4618.go	package-selector call testing.AllocsPerRun (package \
FRONTEND-REFUSED	fixedbugs/issue4620.go	map element as assignment target outside a single assignment
MATCH	fixedbugs/issue46304.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue4667.go	package-selector call testing.AllocsPerRun (package \
FRONTEND-REFUSED	fixedbugs/issue46725.go	package-selector call runtime.SetFinalizer (package \
FRONTEND-REFUSED	fixedbugs/issue46903.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/fixedbugs__issue46903/main.go carries build constraint "//go:build cgo" using reserved 
MATCH	fixedbugs/issue4748.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue4752.go	builtin println in statement position
MATCH	fixedbugs/issue47771.go	status=ok
MATCH	fixedbugs/issue4785.go	status=ok
MATCH	fixedbugs/issue48289.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue48357.go	nativefrontend: native frontend unsupported: instantiation of imported generic type iter.Seq[reflect.StructField]
MATCH	fixedbugs/issue48473.go	status=ok
MATCH	fixedbugs/issue48476.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue48536.go	basic type unsafe.Pointer
FRONTEND-REFUSED	fixedbugs/issue48898.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue49100b.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue49100.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue49110.go	package-selector call reflect.StructOf (package \
FRONTEND-REFUSED	fixedbugs/issue49145.go	builtin println in statement position
MATCH	fixedbugs/issue49512.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue49665.go	package-selector call fmt.Printf (package \
FRONTEND-REFUSED	fixedbugs/issue50190.go	anonymous non-empty struct type struct{int}
MATCH	fixedbugs/issue5056.go	status=ok
MATCH	fixedbugs/issue50671.go	status=ok
MATCH	fixedbugs/issue50672.go	status=ok
MATCH	fixedbugs/issue50854.go	status=ok
MATCH	fixedbugs/issue51101.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue51401.go	package-selector call runtime.Callers (package \
FRONTEND-REFUSED	fixedbugs/issue51733.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/fixedbugs__issue51733/main.go carries build constraint "//go:build cgo" using reserved 
MATCH	fixedbugs/issue51913.go	status=ok
MATCH	fixedbugs/issue52072.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue52127.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/fixedbugs__issue52127/main.go carries build constraint "//go:build !js && !wasip1" usin
MATCH	fixedbugs/issue52438.go	status=ok
MATCH	fixedbugs/issue5244.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue52612.go	nativefrontend: native frontend unsupported: basic type unsafe.Pointer
FRONTEND-REFUSED	fixedbugs/issue52788a.go	nativefrontend: native frontend unsupported: instantiation of imported generic type iter.Seq[reflect.StructField]
FRONTEND-REFUSED	fixedbugs/issue52788.go	nativefrontend: native frontend unsupported: instantiation of imported generic type iter.Seq[reflect.StructField]
MATCH	fixedbugs/issue52953.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue53137.go	nativefrontend: native frontend unsupported: unsafe.Offsetof at artifactsits folded value is gc's IMPLEMENTATION-SPECIFIC memory layout (spec#Size_and_alignment
MATCH	fixedbugs/issue53309.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue53600.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue53619.go	nativefrontend: native frontend unsupported: implicit interface conversion in multi-value assignment (interfaces campaign, deferred)
MATCH	fixedbugs/issue53635.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue53653.go	builtin println in statement position
MATCH	fixedbugs/issue53702.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue5373.go	package-selector call fmt.Printf (package \
FRONTEND-REFUSED	fixedbugs/issue54220.go	nativefrontend: native frontend unsupported: unsafe.Offsetof at artifactsits folded value is gc's IMPLEMENTATION-SPECIFIC memory layout (spec#Size_and_alignment
FRONTEND-REFUSED	fixedbugs/issue54343.go	nativefrontend: native frontend unsupported: package initialization reaches quarantined function New[int] (package-selector call runtime.SetFinalizer (package "
MATCH	fixedbugs/issue54348.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue54467.go	package-selector call fmt.Printf (package \
INFRA	fixedbugs/issue54542.go	entry-point shim: no single provably-renameable 'func main()' declaration
MATCH	fixedbugs/issue54632.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue5493.go	package-selector call time.Sleep (package \
MATCH	fixedbugs/issue54959.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue55122b.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue55122.go	builtin println in statement position
MATCH	fixedbugs/issue5515.go	status=ok
MATCH	fixedbugs/issue5607.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue56990.go	package-selector call testing.Main (package \
MATCH	fixedbugs/issue5704.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue57184.go	package-selector call reflect.MakeFunc (package \
MATCH	fixedbugs/issue57309.go	status=ok
MATCH	fixedbugs/issue5753.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue57823.go	package-selector call unsafe.SliceData (package \
FRONTEND-REFUSED	fixedbugs/issue5793.go	basic type complex128
FRONTEND-REFUSED	fixedbugs/issue5809.go	package-selector call fmt.Println (package \
MATCH	fixedbugs/issue5820.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue58300b.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue58300.go	builtin println in statement position
INFRA	fixedbugs/issue5856.go	go run exited 1 without panic/fatal: BUG: defer called from /home/dev/projects/golean/.claude/worktrees/stdlib-source-2/artifacts/gotest/cases/fixedbugs__issue5856/main.go:28, want issue5856.go:28\nexit status 1
FRONTEND-REFUSED	fixedbugs/issue58671.go	nativefrontend: native frontend unsupported: basic type complex128
FRONTEND-REFUSED	fixedbugs/issue59293.go	package-selector call unsafe.SliceData (package \
MATCH	fixedbugs/issue59338.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue59367.go	builtin println in statement position
MATCH	fixedbugs/issue59404part2.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue59411.go	package-selector call math.NaN (package \
FRONTEND-REFUSED	fixedbugs/issue59572.go	references quarantined package-level variable list (its initializer does not lower: builtin println in statement position) — the cell is zero-seeded but poiso
FRONTEND-REFUSED	fixedbugs/issue5963.go	nativefrontend: native frontend unsupported: package-selector call os.Exit (package "os" surface not modeled)
FRONTEND-REFUSED	fixedbugs/issue59680.go	method main.B.startit (package-selector call time.After (package \
FRONTEND-REFUSED	fixedbugs/issue6055.go	package-selector call runtime.GC (package \
FRONTEND-REFUSED	fixedbugs/issue60601.go	nativefrontend: native frontend unsupported: unsafe.Sizeof at artifactsits folded value is gc's IMPLEMENTATION-SPECIFIC memory layout (spec#Size_and_alignment_g
FRONTEND-REFUSED	fixedbugs/issue62203.go	package-selector call maps.Clone (package \
FRONTEND-REFUSED	fixedbugs/issue62360.go	package-selector call big.NewInt (package \
FRONTEND-REFUSED	fixedbugs/issue6269.go	builtin println in statement position
MATCH	fixedbugs/issue63657.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue64565.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue64715.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue65417.go	nativefrontend: native frontend unsupported: unsafe.Sizeof at artifactsits folded value is gc's IMPLEMENTATION-SPECIFIC memory layout (spec#Size_and_alignment_g
MATCH	fixedbugs/issue65962.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue66066b.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue66066.go	package-selector call fmt.Printf (package \
MATCH	fixedbugs/issue66261.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue66575.go	nativefrontend: native frontend unsupported: package initialization reaches quarantined function initv0 (builtin println in statement position)
MATCH	fixedbugs/issue66585.go	status=ok
MATCH	fixedbugs/issue67160.go	status=ok
MATCH	fixedbugs/issue67190.go	status=ok
MACHINE-REFUSED	fixedbugs/issue67255.go	wall-clock timeout after 30s (go: ok)
FRONTEND-REFUSED	fixedbugs/issue68227.go	package-selector call fmt.Printf (package \
FRONTEND-REFUSED	fixedbugs/issue68322.go	package-selector call math.Trunc (package \
MATCH	fixedbugs/issue6866.go	status=ok
MATCH	fixedbugs/issue68809.go	status=ok
MATCH	fixedbugs/issue68816.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue6899.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue6902.go	package-selector call os.Exit (package \
FRONTEND-REFUSED	fixedbugs/issue69434.go	instantiation of imported generic type iter.Seq[int]
FRONTEND-REFUSED	fixedbugs/issue69507.go	range over main.Seq[string]
FRONTEND-REFUSED	fixedbugs/issue70156.go	nativefrontend: native frontend unsupported: instantiation of imported generic type iter.Seq[reflect.StructField]
MATCH	fixedbugs/issue70189.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue7044.go	package-selector call reflect.DeepEqual (package \
FRONTEND-REFUSED	fixedbugs/issue70481.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue7050.go	stdlib-qualified selector os.Stdout in value position: only allowlisted DIRECT CALLS of modeled stdlib members lower (E5 shims / fmt desugar); the value shape i
FRONTEND-REFUSED	fixedbugs/issue7083.go	package-selector call debug.SetGCPercent (package \
FRONTEND-REFUSED	fixedbugs/issue71675.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue71759.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue71857.go	sync/atomic.Uint64.Or (the bitwise And/Or RMW family is atomics WAVE 2 — not modeled yet; declaration-only stub: satisfaction answers, calls fail closed)
FRONTEND-REFUSED	fixedbugs/issue71932.go	package-selector call runtime.GC (package \
FRONTEND-REFUSED	fixedbugs/issue72063.go	call to non-function variable f
MATCH	fixedbugs/issue72844.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue72860.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue73476.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue73748a.go	package-selector call trace.Start (package \
FRONTEND-REFUSED	fixedbugs/issue73748b.go	package-selector call trace.Start (package \
