# id	subject	args	expected_status	expected_reason	features	lane	why	params
# builtins/e13-sibling-panic-order — latitude E13 option (b), lane e13-b
# (2026-09-05; RULED [USER] Mike 2026-09-05, relayed by the [AGENT]
# coordinator: «we should do what the standard supports, and avoid
# over-refusal if we can. That's what (b) means right?»; design
# docs/2026-09-05_e13-b-design.md). The §2 gc probe family as rows: a
# spec-UNSEQUENCED panicky non-call operand LEFT of a sibling ordered
# event. The machine offers BOTH orders (`ChoiceSite.unseqPanic`, bound
# 2 exactly when the operand panics at its lexical position): RAISE =
# the operand's panic before the sibling event, DEFER = the sibling
# event first (the pre-change machine's only member). gc's member is
# EARLY (RAISE) for type assertions, slice expressions and interface
# comparisons and LATE (DEFER) for index/dereference/division/shift/
# conversion operands (docs/evidence/2026-09-05_e13-b/gc-realization.txt);
# every gc draw lies in the certified set. The witness `wit` PRINTS, so
# the output half of the observation records which sibling events
# completed before the panic — the §7 item-5 'which panic wins and what
# ran before it' observable. expected_reason on a panic row is the
# substring gc's draws carry (the pre-filter is over gc samples only; if
# the oracle ever drew the other member the row would fail loudly).
# Strict controls: forced-arg-only (F2, a singleton), assert-right-call
# (design §6 residual 1: an operand RIGHT of the event realizes only the
# lexical order — gc agrees), assert-left-min-inline (an inline min: both
# operands in the residual, left to right), slice-left-len-call (design
# §6: the slice expression is the hoisted len's OWN operand, evaluated at
# len's position — the lexical member only; gc agrees).
composite-ptr-in-arg-then-call	compositePtrInArgThenCall	-	panic	index out of range [5] with length 1	slices,indexing,calls,panic,evaluation_order,print,literals,pointers,structs	-	-	-
composite-ptr-payload-vs-call	compositePtrPayloadVsCall	-	panic	index out of range [9] with length 1	slices,indexing,calls,panic,evaluation_order,print,literals,pointers,structs	-	-	-
slice-lit-payload-vs-call	sliceLitPayloadVsCall	-	panic	index out of range [9] with length 1	slices,indexing,calls,panic,evaluation_order,print,literals	-	-	-
composite-ptr-payload-vs-call-printroot	compositePtrPayloadVsCallPrintroot	-	panic	index out of range [9] with length 1	slices,indexing,calls,panic,evaluation_order,print,literals,pointers,structs	-	-	-
slice-lit-payload-vs-call-sinkroot	sliceLitPayloadVsCallSinkroot	-	panic	index out of range [9] with length 1	slices,indexing,calls,panic,evaluation_order,print,literals	-	-	-
slice-lit-payload-vs-recv	sliceLitPayloadVsRecv	-	panic	index out of range [9] with length 1	slices,indexing,channels,panic,evaluation_order,literals	-	-	-
bytes-conv-payload-vs-call	bytesConvPayloadVsCall	-	panic	slice bounds out of range [:7] with length 2	slices,slicing,indexing,calls,panic,evaluation_order,print,conversions,strings	-	-	-
compound-call-target-vs-len	compoundCallTargetVsLen	-	panic	index out of range [5] with length 1	slices,indexing,len,calls,panic,evaluation_order,print,assignment	-	-	-
compound-call-target-vs-call	compoundCallTargetVsCall	-	panic	index out of range [9] with length 1	slices,indexing,calls,panic,evaluation_order,print,assignment	-	-	-
map-compound-index-key-vs-call	mapCompoundIndexKeyVsCall	-	panic	index out of range [5] with length 1	maps,slices,indexing,calls,panic,evaluation_order,print,assignment	-	-	-
assert-ok-early-len-hoist	assertOkEarlyLenHoist	-	ok	-	interfaces,type_assertions,len,slicing,calls,closures,evaluation_order,print	-	-	-
slice-value-early-len-hoist	sliceValueEarlyLenHoist	-	ok	-	slices,slicing,indexing,len,calls,closures,evaluation_order,print	-	-	-
