# GoLean stdlib inittask table — GENERATED by scripts/gen-inittask-table.
# DO NOT EDIT BY HAND; regenerate when the Go toolchain pin moves.
#
# toolchain: go1.26.5 linux/amd64
# generated: 2026-08-18
# rows: 362 (293 with an inittask, 6 unknown, 1 escaped)
#
# gc schedules a PRUNED set of packages for initialization: a package
# gets a `..inittask` record only if it has residual init work or an
# inittask-bearing import (cmd/compile/internal/pkginit.MakeTask), and
# cmd/link/internal/ld.inittaskSym orders exactly those records. Rows
# are read straight out of the compiled archives with `go tool nm`: a
# defined `p..inittask` means p is a node; the undefined `q..inittask`
# references are p's R_INITORDER edges.
#
# Columns, tab-separated:
#   1  LINKER SYMBOL PREFIX — objabi.PathToPrefix of the import path,
#      which is the namespace the edges and the schedule's sort key
#      live in. Equal to the import path except where the path needs
#      escaping ('.' after the last '/', and other symbol-hostile
#      bytes); column 4 carries the unescaped path for those.
#   2  1 = has an inittask (a NODE of the schedule)
#      0 = pruned (not a node; gates nothing)
#      ? = unknown — no buildable archive; the frontend REFUSES an
#          import of it rather than guessing
#   3  comma-separated inittask-bearing direct imports (the edges), as
#      symbol prefixes; empty for a pruned package, which by
#      construction can have none
#   4  the import path, when it differs from column 1; otherwise empty
os	1	errors,internal/bytealg,internal/filepathlite,internal/poll,internal/stringslite,internal/syscall/execenv,internal/syscall/unix,internal/testlog,io,io/fs,runtime,slices,sync,syscall,time	
os/exec	1	bytes,context,errors,internal/godebug,internal/syscall/execenv,internal/syscall/unix,io,io/fs,os,path/filepath,runtime,strconv,strings,syscall,time	
os/exec/internal/fdtest	1	syscall	
os/signal	1	context,os,slices,sync,syscall	
os/user	1	fmt,runtime,runtime/cgo,strconv,strings,sync,syscall	
path	1	errors,internal/bytealg	
path/filepath	1	errors,internal/bytealg,internal/filepathlite,io/fs,os,runtime,slices,strings,syscall	
plugin	1	errors,runtime/cgo,sync,syscall	
reflect	1	errors,internal/bytealg,iter,math,runtime,strconv,sync,unicode	
reflect/internal/example1	0		
reflect/internal/example2	0		
regexp	1	bytes,io,regexp/syntax,slices,strconv,strings,sync,unicode	
regexp/syntax	1	slices,sort,strconv,strings,sync,unicode	
runtime	1	internal/bytealg,internal/runtime/cgroup,internal/runtime/gc/scan,internal/stringslite	
runtime/cgo	1	sync	
runtime/coverage	1	internal/coverage/cfile,io	
runtime/debug	1	fmt,internal/poll,os,runtime,slices,strconv,strings,time	
runtime/metrics	1	math,runtime	
runtime/pprof	1	bufio,bytes,compress/gzip,context,encoding/binary,errors,fmt,io,math,os,runtime,slices,sort,strconv,strings,sync,syscall,text/tabwriter,time	
runtime/race	0		
runtime/race/internal/amd64v1	0		
runtime/trace	1	context,errors,fmt,io,runtime,slices,sync,time	
slices	1	iter	
sort	1	internal/reflectlite,slices	
strconv	1	errors,internal/bytealg,internal/stringslite	
strings	1	errors,internal/bytealg,internal/stringslite,io,iter,sync,unicode	
structs	0		
sync	1	runtime	
sync/atomic	0		
syscall	1	errors,internal/bytealg,internal/oserror,runtime,slices,sync	
testing	1	bytes,context,errors,flag,fmt,internal/sysinfo,io,math,math/rand,os,path/filepath,reflect,runtime,runtime/debug,runtime/trace,slices,strconv,strings,sync,time,unicode	
testing/cryptotest	1	crypto/rand,io,math/rand/v2,sync,testing	
testing/fstest	1	errors,fmt,io,io/fs,maps,path,slices,strings,testing/iotest,time	
testing/internal/testdeps	1	bufio,context,internal/fuzz,internal/testlog,io,os,os/signal,reflect,regexp,runtime/pprof,strings,sync,time	
testing/iotest	1	bytes,errors,fmt,io,log	
testing/quick	1	flag,fmt,math,math/rand,reflect,strings,time	
testing/slogtest	1	context,errors,fmt,log/slog,reflect,runtime,testing,time	
testing/synctest	1	testing	
text/scanner	1	bytes,fmt,io,os,unicode	
text/tabwriter	1	fmt,io	
text/template	1	errors,fmt,internal/fmtsort,io,io/fs,maps,net/url,os,path,path/filepath,reflect,runtime,strings,sync,text/template/parse,unicode	
text/template/parse	1	bytes,fmt,runtime,strconv,strings,unicode	
time	1	errors,internal/bytealg,internal/godebug,internal/stringslite,runtime,sync,syscall	
time/tzdata	1	errors,syscall	
unicode	1		
unicode/utf16	0		
unicode/utf8	0		
unique	1	internal/stringslite,runtime,sync,weak	
unsafe	0		
vendor/golang.org/x/crypto/chacha20	1	crypto/cipher,encoding/binary,errors,runtime	
vendor/golang.org/x/crypto/chacha20poly1305	1	crypto/cipher,crypto/fips140,encoding/binary,errors,vendor/golang.org/x/crypto/chacha20,vendor/golang.org/x/crypto/internal/poly1305,vendor/golang.org/x/sys/cpu	
vendor/golang.org/x/crypto/cryptobyte	1	encoding/asn1,errors,fmt,math/big,reflect,time	
vendor/golang.org/x/crypto/cryptobyte/asn1	0		
vendor/golang.org/x/crypto/internal/alias	0		
vendor/golang.org/x/crypto/internal/poly1305	1	encoding/binary	
vendor/golang.org/x/net/dns/dnsmessage	1	errors,slices	
vendor/golang.org/x/net/http/httpguts	1	net,net/textproto,strings,vendor/golang.org/x/net/idna	
vendor/golang.org/x/net/http/httpproxy	1	errors,fmt,net,net/netip,net/url,os,strings,vendor/golang.org/x/net/idna	
vendor/golang.org/x/net/http2/hpack	1	bytes,errors,fmt,io,sync	
vendor/golang.org/x/net/idna	1	fmt,math,strings,vendor/golang.org/x/text/secure/bidirule,vendor/golang.org/x/text/unicode/bidi,vendor/golang.org/x/text/unicode/norm	
vendor/golang.org/x/net/nettest	1	bytes,encoding/binary,errors,fmt,io,math/rand,net,os,os/exec,runtime,strconv,strings,sync,syscall,testing,time	
vendor/golang.org/x/sys/cpu	1	os,runtime,strconv,strings	
vendor/golang.org/x/text/secure/bidirule	1	errors,vendor/golang.org/x/text/transform,vendor/golang.org/x/text/unicode/bidi	
vendor/golang.org/x/text/transform	1	bytes,errors,io	
vendor/golang.org/x/text/unicode/bidi	1	bytes,fmt,log,sort	
vendor/golang.org/x/text/unicode/norm	1	encoding/binary,fmt,io,sync,vendor/golang.org/x/text/transform	
weak	1	runtime	
